"Location","Freq","lng","lat","radius"
"E 51st St",4443,-73.9766287,40.7591164,66.6558324529819
"NB ROGERS AVE @ EAST",4436,-73.951306,40.639808,66.6033032213869
"57th St",4435,-73.9772972,40.7642283,66.5957956630897
"99th St",4429,-73.841514,40.683262,66.5507325278993
"E 99th St",4429,-73.89357,40.639788,66.5507325278993
"South End Ave",4415,-74.0167518,40.7093532,66.4454663615209
"Gold St",4401,-74.0053975,40.7091674,66.3400331624879
"65th St",4394,-74.0020427,40.6262979,66.2872536767062
"W 231st St",4383,-73.905793,40.879418,66.2042294721417
"W 74th St",4383,-73.9777589,40.7786981,66.2042294721417
"Greene Ave",4367,-73.96653,40.686627,66.0832807902271
"94th St",4359,-73.8761052,40.7718842,66.0227233609763
"12th St",4348,-73.992527,40.669655,65.9393660873381
"52nd St",4348,-73.9128213,40.742623,65.9393660873381
"W 3rd St",4346,-77.065968,42.141177,65.924198895398
"Wythe Ave",4332,-73.9671172,40.7089833,65.8179306876173
"Davidson Ave",4302,-73.914579,40.846156,65.5896333272263
"Lee Ave",4292,-73.9537818,40.7000367,65.5133574166368
"FULTON ST",4289,-74.0078096,40.7102369,65.4904573201318
"ARTHUR KILL RD (W/B)",4283,-74.2489853,40.512883,65.4446330878247
"Wall St",4267,-74.0088308,40.7060194,65.3222779762004
"Chrystie St",4265,-73.9916811,40.7223545,65.3069674690228
"54th St",4263,-73.9883216,40.6281792,65.2916533716217
"Audubon Ave",4251,-73.9395951,40.8387939,65.1996932508122
"21st St",4245,-73.9486022,40.7445833,65.1536645170477
"Willoughby Ave",4235,-73.926083,40.70091,65.0768776140958
"Centre St",4233,-79.0358048,43.1724271,65.0615093584525
"E 20th St",4229,-73.9799963,40.7350685,65.0307619515564
"John St",4217,-75.225461,43.103071,64.9384323802169
"63rd Rd",4211,-73.862184,40.7302862,64.8922183316305
"45th Ave",4204,-73.819778,40.752937,64.8382603097893
"West St",4194,-75.235562,43.092989,64.7610994347687
"Varick St",4184,-73.9361494,40.7269959,64.6838465151849
"E 36th St",4178,-73.940266,40.622623,64.6374504447692
"Woodside Ave",4177,-73.9009267,40.744063,64.6297145282261
"Cruger Ave",4173,-73.8664213,40.8626288,64.5987615980368
"Dyckman St",4158,-73.9233136,40.8593649,64.482555780614
"PENNSYLVANIA AVE (S/",4158,-73.894767,40.6646501,64.482555780614
"Knickerbocker Ave",4157,-73.9189811,40.6987479,64.4748012792595
"E 34th St",4152,-73.936171,40.6118298,64.4360147743481
"Delancey St",4141,-73.9938678,40.720197,64.3506021727847
"Central Park West",4140,-73.9810245,40.7692723,64.3428317685816
"Lincoln Pl",4140,-73.9186246,40.6690788,64.3428317685816
"PENNSYLVANIA AVE (N/",4139,-73.894767,40.6646501,64.3350604258673
"State St",4134,-73.988722,40.689246,64.296189622714
"Hughes Ave",4132,-73.883945,40.858666,64.2806347199528
"Guy R Brewer Blvd",4125,-73.771301,40.6676364,64.2261628933257
"21st Ave",4116,-73.989567,40.609514,64.1560597293818
"E 81st St",4103,-73.912508,40.636006,64.0546641549232
"141st St",4091,-73.8047,40.686934,63.9609255717895
"Avenue Z",4086,-73.9548303,40.5879203,63.9218272579876
"Central Ave",4075,-73.9266436,40.6979465,63.8357266740185
"E 170th St",4063,-73.9134859,40.8385075,63.7416661219332
"Foster Ave",4057,-73.9120432,40.6444875,63.6945837571767
"64th St",4053,-74.0226858,40.6396922,63.663176169588
"40th St",4035,-73.9246619,40.7418026,63.521649852629
"47th Ave",4028,-73.9158599,40.7408224,63.4665266104897
"Ashland Pl",4017,-73.9791335,40.6932809,63.3798075099633
"Vernon Blvd",4013,-73.935227,40.769526,63.3482438588474
"Avenue L",4004,-73.930282,40.623381,63.2771680782255
"W 73rd St",3992,-73.9812628,40.7793494,63.1822759957253
"Stillwell Ave",3980,-73.9854397,40.5977057,63.08724118235
"E Houston St",3975,-73.988875,40.7229367,63.0476010645925
"11th St",3969,-73.9403813,40.7604531,63
"E 68th St",3969,-73.9674194,40.7692747,63
"7 AVE",3957,-73.9856092765957,40.5866014787234,62.9046898092662
"Surf Ave",3951,-73.9938307,40.5730535,62.8569805192709
"E 204th St",3947,-73.8867227,40.874635,62.8251541979803
"COURT ST",3944,-73.9917825,40.6940745,62.8012738724303
"CONEY ISLAND AVE",3940,-73.960789,40.593014,62.7694193059009
"10th St",3939,-73.9939955,40.6720242,62.7614531380528
"W 86th St",3936,-73.9714247,40.7861728,62.7375485654325
"Forsyth St",3932,-73.9944664,40.7149038,62.7056616263635
"Avenue D",3918,-73.9130824,40.6450181,62.5939294181153
"Seaview Ave",3918,-73.8659988,40.6533805,62.5939294181153
"Astoria Blvd",3916,-73.9176868,40.7704417,62.5779513886481
"97th St",3915,-73.8669035,40.744864,62.5699608438426
"Gramercy Park",3911,-73.9859323962158,40.73792525,62.5379884550183
"Havemeyer St",3906,-73.958642,40.7099066,62.497999967999
"27th St",3901,-73.93717,40.753079,62.4579858785088
"70th Rd",3895,-73.8202414,40.7295392,62.4099351065197
"88th Ave",3890,-73.806137,40.705692,62.3698645180507
"E 115th St",3882,-73.9403868,40.7972005,62.3056979737809
"RICHMOND RD (E/B) @",3875,-76.020311,43.065947,62.2494979899437
"Lydig Ave",3873,-73.864814,40.854443,62.2334315300064
"Avenue C",3867,-73.9742526,40.732206,62.185207244167
"Walker St",3865,-74.0025285,40.7186389,62.1691241694782
"NOSTRAND AVE",3854,-73.949556,40.6803935,62.080592780675
"Holland Ave",3852,-73.86572,40.850066,62.0644825967316
"BRONX RIVER PKWY OFF",3836,-73.8712927,40.8459509,61.9354502688081
"W 124th St",3829,-73.9488961,40.8083265,61.8789140176199
"W 207th St",3819,-73.9189539,40.8644712,61.7980582219215
"88th St",3809,-73.8515018,40.6798468,61.7170964968379
"51st Ave",3806,-73.9502324,40.7418331,61.6927872607487
"71st Rd",3803,-73.8222926,40.727332,61.6684684421463
"Eldridge St",3799,-73.9939105,40.7138478,61.6360284249399
"104th St",3798,-73.844685,40.698674,61.6279157525224
"Bay St",3791,-73.6467685,43.3122064,61.5710971154486
"63rd St",3777,-74.0224712,40.6405104,61.4573022512378
"102nd St",3773,-73.8324657,40.6643152,61.4247507117449
"149th Ave",3761,-73.824216,40.669227,61.3269924258479
"Forest Ave",3754,-73.903074,40.7043972,61.2698947281616
"Pitkin Ave",3754,-73.9191926,40.6684412,61.2698947281616
"W 114th St",3753,-73.958204,40.803894,61.2617335699864
"Stanton St",3738,-73.9853164,40.7204937,61.1391854705311
"Bay Pky",3731,-73.986707,40.6087655,61.0819122163018
"E 64th St",3731,-73.914214,40.618023,61.0819122163018
"63rd Dr",3721,-73.864886,40.726177,61
"60th St",3714,-73.906838,40.719333,60.9425959407704
"W 126th St",3698,-73.9564745,40.8150351,60.8111831820431
"Laguardia Pl",3693,-73.997401,40.7298918,60.770058416954
"Thompson St",3688,-73.715638,42.778428,60.7289058027559
"Francis Lewis Blvd",3681,-73.7900722,40.7669101,60.6712452484701
"GRAND CONCOURSE",3675,-73.885364,40.8772429,60.6217782649107
"Shore Pky",3675,-73.934774,40.58664,60.6217782649107
"Grove St",3669,-73.9937839,40.7181616,60.5722708836312
"W 79th St",3650,-73.978385,40.7831762,60.4152298679729
"W 53rd St",3642,-73.9800788,40.7622003,60.3489850784584
"W 180th St",3636,-73.935471,40.849145,60.2992537267253
"48th Ave",3620,-73.916685,40.738989,60.1664358259653
"E 102nd St",3617,-73.898554,40.647572,60.1414998150196
"55th St",3612,-74.0155422,40.6437087,60.0999168052669
"W 106th St",3602,-73.9618737,40.7988136,60.0166643524946
"W 120th St",3600,-73.9505698,40.8057503,60
"Hester St",3584,-73.9905581,40.7158068,59.8665181883831
"75th St",3571,-73.8861003,40.726158,59.7578446733147
"Greene St",3570,-73.994822,40.73035,59.7494769851586
"5 AVE",3563,-73.7890782,43.5057703,59.6908703236936
"Greenwich Ave",3563,-74.001463,40.737168,59.6908703236936
"Berry St",3559,-73.961912,40.71593,59.6573549530986
"Tiebout Ave",3519,-73.897516,40.856183,59.3211597998556
"2ND AVE",3509,-73.9938908,40.6719924,59.2368128784795
"58th St",3499,-74.0225489,40.6451256,59.152345684681
"89th St",3497,-74.038692,40.622969,59.1354377678901
"Horace Harding Expy",3489,-73.8362522,40.7431544,59.0677577024894
"149th St",3488,-73.804024,40.6992201,59.0592922409336
"W 60th St",3479,-73.9836135,40.7695417,58.9830484122345
"Meeker Ave",3473,-73.9527027,40.7147262,58.9321643926303
"Rogers Ave",3468,-73.951306,40.639808,58.8897274573418
"JAMAICA AVE",3441,-73.7665445,40.7133043,58.6600375042499
"66th St",3439,-74.0197039,40.6360804,58.642987645583
"44th Dr",3434,-73.9438074,40.7474255,58.6003412959344
"59th St",3421,-74.0178046,40.6414239,58.489315263559
"Avenue K",3416,-73.925673,40.625952,58.4465567848098
"Kent Ave",3416,-73.962349,40.7197113,58.4465567848098
"W Kingsbridge Rd",3404,-73.8998451,40.8680002,58.3438085832593
"E 5th St",3398,-73.974562,40.638373,58.2923665671587
"Sheepshead Bay Rd",3395,-73.9504072,40.5835116,58.2666285278289
"Bedford Park Blvd",3393,-73.8874615,40.8727078,58.2494635168428
"62nd St",3390,-74.0239648,40.6423308,58.2237065120385
"AMSTERDAM AVE",3388,-73.9821175,40.7779222,58.206528843421
"28th Ave",3384,-73.985962,40.588771,58.1721582889959
"5th St",3380,-73.358294,42.897064,58.1377674149945
"W 12th St",3379,-73.997805,40.736032,58.1291665173345
"24th St",3377,-73.9951714,40.6596912,58.1119609030705
"Bay Ridge Ave",3373,-74.0234269,40.6347733,58.0775343829264
"98th St",3369,-73.8643869,40.7428066,58.0430874437258
"E 90th St",3369,-73.9475108,40.7794342,58.0430874437258
"Mason Ave",3369,-74.087554,40.585805,58.0430874437258
"Gates Ave",3368,-73.9117817,40.6999271,58.0344725141876
"QUEENS BLVD",3364,-73.9177213,40.7432249,58
"Jay St",3338,-74.0332437,42.7047608,57.7754273026172
"Driggs Ave",3325,-73.962573,40.708535,57.662812973354
"Marcy Ave",3323,-73.9579142,40.7084064,57.6454681653294
"FLATBUSH AVE",3320,-73.9088164,40.5974264,57.6194411635517
"Hoyt St",3317,-73.9849862,40.6905128,57.5934023999277
"E Fordham Rd",3307,-73.8983755,40.8623184,57.5065213693195
"Rockaway Pky",3306,-73.8881697,40.6325443,57.4978260458602
"Clinton Ave",3289,-73.4287454,40.871894,57.3498038357587
"Barnes Ave",3286,-73.863926,40.852339,57.3236425918661
"71st St",3280,-74.034721,40.636107,57.2712842531054
"Gerard Ave",3275,-73.9309003,40.8139359,57.227615711298
"W 11th St",3268,-73.99505,40.734034,57.1664237118258
"MYRTLE AVE",3265,-73.9352775,40.6969959,57.1401785086466
"Borden Ave",3263,-73.9397516,40.7386146,57.1226750073909
"UTICA AVE",3242,-73.9308408,40.679347,56.938563381947
"Belmont Ave",3240,-73.8945686,40.6707773,56.9209978830308
"Irving Pl",3237,-73.9882789,40.7346549,56.8946394662977
"W 87th St",3230,-73.9760614,40.788995,56.8330889535313
"93rd St",3228,-74.0328533,40.6187643,56.8154908453672
"Newtown Ave",3228,-73.9202868,40.7668726,56.8154908453672
"W Burnside Ave",3222,-73.90943,40.85396,56.7626637852735
"50th Ave",3218,-73.944689,40.740909,56.7274184147313
"W 34th St",3217,-73.9984594,40.7542954,56.7186036499489
"JEROME AVE",3215,-73.887736,40.877034,56.7009700093393
"W 84th St",3211,-73.9730562,40.7851297,56.6656862660288
"W 70th St",3204,-73.9879153,40.7795155,56.6038867923396
"Edgecombe Ave",3203,-73.9451567,40.8208736,56.5950527873241
"Herkimer St",3192,-74.103517,40.623757,56.4977875673021
"E 106th St",3189,-73.8940402,40.6480159,56.471231613982
"Corona Ave",3180,-73.8567901,40.7438672,56.3914887194867
"W 77th St",3155,-73.98073,40.782439,56.1693866799345
"Reade St",3145,-74.0088192,40.7160188,56.0802995712398
"E 97th St",3141,-73.9537864,40.7879497,56.0446250768082
"42nd Ave",3138,-73.7696303,40.7628292,56.0178542966437
"BRONXDALE AVE (W/B)",3134,-73.8678673,40.8516256,55.9821400091136
"Barclay St",3124,-74.0115902,40.7136021,55.8927544499285
"Marion Ave",3122,-73.80068,42.664515,55.874860178796
"91st St",3118,-73.848634,40.681684,55.8390544332549
"Pierrepont St",3117,-73.9939093,40.6954462,55.8300994088314
"55th Ave",3114,-73.9152517,40.7280124,55.8032257132148
"86 ST",3114,-73.975127,40.5906494,55.8032257132148
"77th Ave",3095,-73.814779,40.722612,55.6327241828045
"92nd St",3057,-73.9526703,40.7830698,55.2901437871163
"Trinity Pl",3053,-74.0135459,40.7069158,55.2539591341652
"MAIN ST",3047,-73.8314394,40.762159,55.1996376799703
"Monroe St",3042,-76.5024856,42.4450949,55.1543289325507
"W 66th St",3033,-73.9891608,40.7768337,55.0726792520575
"WHITE PLAINS RD (S/B",3013,-73.8661058,40.84521,54.8908006864538
"67th St",2997,-74.0177956,40.6341309,54.744862772684
"78th Ave",2996,-73.8879315,40.6980064,54.735728733616
"Skillman Ave",2979,-73.9376165,40.7452242,54.5802161959808
"Beach 116th St",2972,-73.837705,40.5808245,54.516052681756
"E Mosholu Pky",2970,-73.8873173,40.9049445,54.4977063737549
"13th St",2965,-73.9451046,40.7524881,54.4518135602479
"Avenue B",2961,-73.980802,40.7256382,54.4150714416512
"W 10th St",2960,-73.998714,40.734784,54.4058820349418
"ST NICHOLAS AVE",2955,-73.952807,40.80587,54.3599116997075
"70th St",2951,-73.89253,40.7267857,54.3231074221643
"Bard Ave",2951,-74.106822,40.621794,54.3231074221643
"28th St",2936,-73.9933621,40.747217,54.1848687365763
"6TH AVE",2932,-74.0008455,40.7318551,54.1479454827235
"New York Ave",2910,-73.8418371,40.7518861,53.9444158370447
"W 168th St",2904,-73.941076,40.8416429,53.8887743412299
"W 75th St",2903,-73.980303,40.7805992,53.8794951720968
"69th St",2899,-73.8915906,40.7199949,53.8423625038872
"E 101st St",2896,-73.892141,40.640712,53.8144961882948
"LIBERTY AVE",2894,-73.8965126,40.6744049,53.7959106252511
"W 69th St",2893,-73.9883332,40.7789023,53.7866154354408
"8th St",2889,-73.933025,40.772166,53.7494186015068
"W 97th St",2887,-73.971329,40.7953306,53.7308105280388
"Wallabout St",2887,-73.952176,40.700292,53.7308105280388
"E Burnside Ave",2882,-73.9028343,40.851721,53.6842621258782
"Flushing Ave",2874,-73.950091,40.699791,53.6097006147208
"Roebling St",2870,-73.959025,40.7122277,53.5723809439155
"Parkside Ave",2868,-73.9615106,40.6552726,53.5537113559835
"E 125th St",2862,-73.9313853,40.8018404,53.497663500381
"Cornelia St",2857,-73.9080259,40.6978252,53.4509120595711
"NB GRAND CONCOURSE @",2855,-73.9002519,40.8569323,53.4322000295702
"Halsey St",2852,-73.9050185,40.69607,53.4041196912748
"W 112th St",2850,-73.9544844,40.8006945,53.3853912601566
"15th Ave",2841,-73.9947029,40.6256411,53.3010318849457
"Burke Ave",2835,-73.8606813,40.8713243,53.2447180478965
"14th St",2834,-73.9996735,40.738552,53.2353266168247
"57th Ave",2832,-73.873996,40.734186,53.2165387826003
"W 85th St",2832,-73.9770038,40.7876214,53.2165387826003
"E 42nd St",2825,-73.9807633,40.7534284,53.1507290636732
"ATLANTIC AVE",2822,-73.8949322,40.6759984,53.1224999411737
"PIKE ST",2819,-76.502368,42.431796,53.0942558098331
"Clarkson Ave",2812,-73.943354,40.655829,53.0282943342514
"Bond St",2802,-73.9947295,40.7269405,52.9339210714642
"W 165th St",2802,-73.942621,40.8399566,52.9339210714642
"W 119th St",2790,-73.955416,40.8069647,52.820450584977
"Spruce St",2788,-73.3736991,40.6752441,52.8015151297763
"W 76th St",2776,-73.9768276,40.7799598,52.687759489278
"72nd Ave",2774,-73.824003,40.726047,52.6687763290548
"Carlton Ave",2769,-73.9723542,40.6774458,52.6212884676915
"68th St",2764,-73.989851,40.61613,52.5737577123797
"Hicks St",2757,-74.0038414,40.6786481,52.5071423713003
"Wooster St",2753,-73.9987176,40.7270319,52.4690384893796
"Avenue X",2747,-73.9742753,40.5893417,52.4118307255146
"E 67th St",2745,-73.912071,40.619409,52.3927475897189
"7th Ave S",2741,-74.0032632,40.7328151,52.3545604508337
"Beekman St",2739,-74.0070496,40.7117884,52.3354564325181
"1ST AVE",2733,-73.9401347,40.7895303,52.2781024904309
"EASTERN PKWY (E/B) @",2719,-73.908167,40.6760883,52.1440312979348
"Center Blvd",2714,-73.9587572,40.7441603,52.0960651105244
"Ft Hamilton Pky",2712,-73.990497,40.643164,52.0768662651661
"W 67th St",2708,-73.988519,40.7773485,52.0384473250308
"GRAND CONCOURSE (N/B",2706,-73.9002519,40.8569323,52.0192272145598
"Barclay Ave",2699,-74.1673465,40.5270001,51.9519008314422
"Ralph Ave",2692,-73.9216651,40.6788802,51.8844870842914
"138th St",2691,-73.8165283,40.7042794,51.8748493973717
"Campus Rd",2689,-73.948884,40.630671,51.8555686498567
"95th St",2679,-74.0312474,40.616049,51.7590571784301
"Glenwood Rd",2679,-73.898554,40.647572,51.7590571784301
"146th St",2666,-73.8089276,40.7019181,51.6333225737023
"W 90th St",2663,-73.9722771,40.7898803,51.6042633897627
"WEST END AVE (S/B) @",2655,-73.9893697,40.7731119,51.526692111953
"Division Ave",2653,-73.9575781,40.70718,51.5072810387036
"E 179th St",2650,-73.902833,40.8507381,51.478150704935
"Jefferson Ave",2645,-73.9055457,40.6996453,51.4295634824952
"Troy Ave",2632,-73.9358825,40.648739,51.3030213535226
"East Ave",2628,-73.860324,40.836374,51.2640224719052
"W 115th St",2622,-73.9657384,40.8079042,51.2054684579684
"Hancock St",2620,-73.904783,40.699279,51.1859355682789
"41st Rd",2602,-73.833209,40.7556124,51.0098029794274
"Melbourne Ave",2589,-73.814858,40.7337753,50.8822169328342
"WHITE PLAINS RD",2588,-73.8663349,40.8771761,50.8723893679076
"Yellowstone Blvd",2585,-73.8523033,40.7225134,50.8428952755446
"Rutland Rd",2573,-73.9292346,40.6607177,50.7247474118896
"Union Ave",2570,-73.9517399,40.7149176,50.6951674225463
"ALLERTON AVE (W/B) @",2564,-73.844366,40.86523,50.6359556046887
"6 AVE",2559,-73.9855270636266,40.5864547,50.586559479767
"Farrington St",2555,-73.832714,40.766745,50.5470078244004
"Bronx Blvd",2550,-73.8690235,40.8785245,50.4975246918104
"E 178th St",2547,-73.880717,40.841532,50.4678115237822
"Johnson Ave",2541,-73.9189524,40.8774148,50.4083326445142
"Fort Washington Ave",2540,-73.9389728,40.849252,50.3984126734166
"Eastchester Rd",2536,-73.8435441,40.8577272,50.3587132480567
"Olinville Ave",2531,-73.868068,40.877368,50.3090449124211
"Bushwick Ave",2512,-73.930348,40.696254,50.1198563445667
"Columbia St",2508,-73.004847,40.768546,50.0799361021957
"Wallace Ave",2502,-73.864814,40.854443,50.0199960015992
"W 83rd St",2496,-73.9708991,40.7833954,49.9599839871872
"Elmhurst Ave",2492,-73.8812565,40.7420609,49.9199358973947
"Prospect Park West",2488,-73.9737876,40.6682953,49.8798556533597
"Elm Pl",2484,-73.808129,42.693513,49.8397431775084
"64th Ave",2474,-73.7940095,40.737995,49.7393204617835
"19th Ave",2469,-73.9780744,40.6274579,49.6890329952194
"White St",2469,-75.40351,42.4859087,49.6890329952194
"91st Ave",2468,-73.8078559,40.7011895,49.6789693934969
"Schenectady Ave",2466,-73.9295041,40.6163212,49.6588360717405
"Ditmas Ave",2462,-73.978209,40.6362897,49.6185449202211
"BEDFORD AVE",2451,-73.9577249,40.7178272,49.5075751779463
"Riverdale Ave",2451,-73.9064482,40.9010349,49.5075751779463
"Springfield Blvd",2449,-73.7438126,40.6953831,49.4873721266345
"Brook Ave",2445,-73.9192429,40.807555,49.4469412603045
"9TH AVE",2442,-74.0027323,40.7446399,49.4165964024233
"E 104th St",2440,-73.889946,40.64213,49.3963561409139
"Baychester Ave",2438,-73.8383998,40.8788002,49.376107582514
"Bruckner Blvd",2426,-73.8883825,40.8219318,49.254441424099
"W 64th St",2424,-73.9891917,40.7751774,49.2341345003647
"Woodhaven Blvd",2414,-73.8528098,40.6977952,49.132473986153
"69th Ave",2412,-73.873333,40.709769,49.1121166312347
"NORTHERN BLVD",2408,-73.9062074,40.7530794,49.0713765855412
"67th Ave",2407,-73.85367,40.7270137,49.0611862881443
"FRANCIS LEWIS BLVD (",2407,-73.7900722,40.7669101,49.0611862881443
"32nd Ave",2400,-73.811255,40.77001,48.9897948556636
"Bronx Park East",2399,-73.8683841,40.8489744,48.9795875850338
"56th Ave",2397,-73.760535,40.752055,48.9591666595746
"46th Ave",2396,-73.8043122,40.7537197,48.9489530020817
"E New York Ave",2390,-73.9006395,40.6767236,48.8876262463213
"Fort Hamilton Pky",2390,-73.990497,40.643164,48.8876262463213
"64th Rd",2388,-73.8603195,40.7236466,48.8671668914825
"Woodbine St",2387,-73.9192186,40.6900086,48.8569340012244
"W FORDHAM RD (W/B) @",2385,-73.9075518,40.8628124,48.8364617882991
"Classon Ave",2381,-73.961298,40.699299,48.7954915950234
"Decatur St",2380,-73.909439,40.686845,48.7852436706019
"Meserole St",2378,-73.9415549,40.7082381,48.7647413609464
"W 62nd St",2377,-73.9820402,40.7705153,48.7544869729956
"Crotona Ave",2376,-73.8818908,40.8573616,48.7442304278158
"W 63rd St",2366,-73.9896525,40.7745584,48.6415460280612
"24th Ave",2362,-73.9190823,40.7748923,48.6004115208915
"Perry Ave",2362,-73.9370334,40.5769115,48.6004115208915
"Maple Ave",2354,-73.833869,40.753551,48.5180378828328
"LINDEN BLVD (W/B) @",2348,-73.766348,40.6922019,48.4561657583429
"22nd St",2347,-73.9975348,40.6629304,48.4458460551573
"96th St",2345,-73.9719996,40.7943793,48.425200051213
"Victory Blvd",2344,-74.10885,40.614655,48.4148737476408
"E 112th St",2343,-73.9434711,40.7960891,48.4045452411238
"Lorimer St",2332,-73.9473618,40.7038293,48.2907858705985
"Bay Ridge Pky",2331,-73.989567,40.609514,48.2804308182932
"SEAGIRT BLVD (W/B) @",2331,-73.7532016,40.5950159,48.2804308182932
"W 91st St",2328,-73.971814,40.7905011,48.2493523272593
"BRIGHTON BEACH AVE",2327,-73.9548182,40.5773675,48.2389883807693
"6th St",2323,-73.680594,42.79297,48.1975103091436
"New Dorp Ln",2321,-74.1089953,40.570104,48.1767578817836
"FOSTER AVE",2317,-73.9120432,40.6444875,48.135226186235
"Wyckoff Ave",2317,-73.9094168,40.6986203,48.135226186235
"Avenue O",2312,-73.8741284,40.8135053,48.0832611206852
"Evergreen Ave",2311,-73.68284,40.992478,48.0728613668877
"Crosby Ave",2308,-73.8290405,40.8386351,48.0416485978573
"E 190th St",2305,-73.899198,40.863329,48.0104155366312
"Hart St",2302,-73.928833,40.697186,47.9791621435806
"72nd Rd",2295,-73.8391201,40.7207377,47.9061582680139
"Humboldt St",2288,-73.9422439,40.711897,47.8330429724056
"ROOSEVELT AVE",2284,-73.8332175,40.7585475,47.7912125813941
"40th Ave",2283,-73.9357011,40.752307,47.7807492616012
"95th Ave",2283,-73.809512,40.697399,47.7807492616012
"CLOVE RD (N/B) @ CHE",2283,-74.1031943,40.6160007,47.7807492616012
"W 96th St",2280,-73.9718149,40.7946663,47.7493455452533
"Seneca Ave",2273,-73.9076756,40.7028171,47.6759897642409
"Saunders St",2271,-73.860755,40.728536,47.6550102297754
"Duane St",2270,-74.0032451,40.7140433,47.6445169982864
"E 138th St",2263,-73.9349452,40.8141273,47.5709995690652
"Cherry St",2259,-73.9299316,40.7259965,47.5289385532646
"FATHER CAPODANNO BLV",2256,-74.0664379,40.5904338,47.4973683481517
"Rochambeau Ave",2254,-73.880649,40.876483,47.4763098818769
"Cypress Ave",2250,-73.9145148,40.8055578,47.4341649025257
"Chambers St",2248,-74.0079885,40.7149296,47.4130783645188
"W 170th St",2248,-73.9374046,40.8416413,47.4130783645188
"N 6th St",2244,-73.957797,40.716957,47.370877129308
"W 89th St",2238,-73.9736025,40.7896131,47.3075046900595
"E 183rd St",2236,-73.8925,40.854975,47.2863616701476
"Sullivan St",2235,-74.012304,40.677863,47.2757866142913
"Lawrence St",2232,-73.63654,43.3138266,47.2440472440709
"W 122nd St",2231,-73.9495441,40.8069578,47.2334627144782
"N CONDUIT AVE (W/B)",2222,-73.7709143,40.667885,47.1380949975707
"W 108th St",2214,-73.9605143,40.7999544,47.0531614240744
"Hull Ave",2212,-73.898652,40.726709,47.0319040652194
"KINGS HWY",2211,-73.9212985,40.6565574,47.021271782035
"E 189th St",2210,-73.8910058,40.8599992,47.0106370941726
"W 88th St",2201,-73.9711413,40.7877577,46.9148164229596
"Christopher St",2196,-73.9993774,40.7341079,46.8614980554399
"116th St",2193,-73.9415679,40.7985915,46.8294778958724
"Farragut Rd",2187,-73.92986,40.637394,46.7653718043597
"WEBSTER AVE",2187,-73.9008243,40.8478532,46.7653718043597
"W 135th St",2184,-73.939325,40.813458,46.7332857821917
"Gansevoort St",2183,-74.006449,40.739405,46.7225855448947
"NB SOUNDVIEW AVE @ B",2182,-73.8684341,40.8235908,46.7118828565066
"CLASSON AVE (N/B) @",2177,-73.9619092,40.6979213,46.6583325891528
"Randall Ave",2173,-73.8812769,40.8129135,46.6154480832267
"Sheridan Ave",2173,-73.8638671,40.6659806,46.6154480832267
"Bayside Lot",2172,-73.7770774,40.7684351,46.6047207909242
"Flatlands Ave",2169,-73.9279353,40.6260323,46.5725240887801
"Ann St",2166,-73.491062,43.414542,46.5403051128804
"AVE U",2162,-73.9298072,40.6051124,46.4973117502507
"Lenox Rd",2155,-73.919089,40.658966,46.4219775537406
"112th St",2145,-73.837619,40.719654,46.3141447076376
"E 149 ST",2142,-74.0998649,41.4933921,46.2817458616245
"BELMONT LOT",2140,-78.0344506,42.2231241,46.2601340248815
"110th St",2130,-73.9443458,40.7947868,46.1519230368573
"Spencer St",2125,-77.627045,43.1656552,46.0977222864644
"Morningside Dr",2123,-73.821773,42.63051,46.0760241340331
"Westchester Sq",2122,-73.8430556,40.8408333,46.0651712251241
"Waverly Pl",2118,-74.0011954,40.7338049,46.0217339960154
"E 210th St",2114,-73.878035,40.879407,45.9782557302906
"E 172nd St",2113,-73.8735648,40.8319757,45.9673797382448
